,Company,Location,Year,Fuel,Miles,Gear,Price,Name,Brand,Model,Engine Volume,Horsepower
219,,Stockholm,2014,Bensin,10297,Automat,128800,Renault Clio Sport Tourer TCe 120hk GT Bass-Reflex Skinn,Renault,Clio Sport,Unknown,120
220,,Stockholm,2021,Bensin,5773,Automat,199800,Kia Stonic 1.0 GDI 120hk 1 Brukare B-Kamera Rattvärme,Kia,Stonic 1,Unknown,120
221,,Stockholm,2019,Diesel,8756,Automat,654800,Mercedes-Benz GLE 300 d 4M AMG Pano Burm Luft 360° Navi Drag,Mercedes-Benz,GLE 300,Unknown,Unknown
222,,Kronoberg,2014,Diesel,19200,Automat,144800,"Volkswagen Tiguan 2.0 TDI 4Motion 6,99% DSG 177hk Panorama",Volkswagen,Tiguan 2,2.0,177
223,,Kronoberg,2017,Bensin,11163,Automat,464900,"BMW M550 i xDrive 462hk 6,99% Ultimate 360° B&W Nightvision",BMW,M550 i,Unknown,462
224,,Kronoberg,2014,Miljöbränsle/Hybrid,11191,Automat,174800,"Mitsubishi Outlander PHEV 2.0 Hybrid 4WD 5,99% Drag Navi 203",Mitsubishi,Outlander PHEV,Unknown,Unknown
225,,Kronoberg,2023,Miljöbränsle/Hybrid,800,Automat,429800,"Hyundai Tucson Hybrid AWD N-Line 360°-kamera 6,99% Carplay 2",Hyundai,Tucson Hybrid,Unknown,Unknown
226,,Kronoberg,2015,Bensin,8760,Manuell,142800,Audi A3 Sportback 1.2 TFSI 110hk,Audi,A3 Sportback,Unknown,110
227,,Kronoberg,2011,Bensin,13000,Automat,128900,"MINI Countryman Cooper Skinn M/K-Värm 122hk 6,99%",MINI,Countryman Cooper,Unknown,122
228,,Västmanland,2013,Diesel,23100,Manuell,119000,Volvo V40 D4 R-Design 177 hk Välutrustad En Ägare Toppskick,Volvo,V40 D4,Unknown,177
229,,Göteborg,2018,Diesel,8245,Automat,249800,BMW 320 d xDrive Touring M Sport Navi Surround Skinn Drag,BMW,320 d,Unknown,Unknown
230,,Västernorrland,2016,Diesel,14787,Automat,188900,BMW 520 d 190hk xDrive B-Kamera Skinn Navi Drag Nyservad,BMW,520 d,Unknown,190
231,,Västernorrland,2019,Miljöbränsle/Hybrid,11609,Automat,254800,Mitsubishi Outlander P-HEV 2.4 4WD Business X 360º T-Lucka,Mitsubishi,Outlander P-HEV,Unknown,Unknown
232,,Västernorrland,2016,Bensin,10561,Automat,419800,Porsche Macan S 3.0 340hk AWD Sport Chrono Plus Skinn Navi,Porsche,Macan S,Unknown,340
233,,Östergötland,2019,Bensin,7492,Automat,389800,BMW X4 xDrive20i X Linepkt Navigation Sportstolar Låg Skatt,BMW,X4 xDrive20i,Unknown,Unknown
234,,Stockholm,2011,Bensin,17299,Automat,109000,Audi A5 Sportback 2.0 TFSI Automat Comfort,Audi,A5 Sportback,Unknown,Unknown
235,,Stockholm,2021,Miljöbränsle/Hybrid,5013,Automat,419800,BMW 330e xDrive 292hk M Sport Cockpit HiFi Skinn Navi Drag,BMW,330e xDrive,Unknown,292
236,,Stockholm,2021,Diesel,8831,Automat,304700,Volkswagen Passat 4M 200hk GT R-Line Elegance Cockpit Skinn,Volkswagen,Passat 4M,Unknown,200
237,,Stockholm,2018,Bensin,11670,Automat,239900,Volkswagen Touran 1.4 TSI 150hk 7-Sits R-Line Pluspaket Drag,Volkswagen,Touran 1,1.4,150
238,,Stockholm,2015,Bensin,4822,Manuell,144900,"MINI Cooper 136hk Pepper Excitement Keyless Go 0,38L/mil",MINI,Cooper 136hk,Unknown,136
239,,Stockholm,2022,Miljöbränsle/Hybrid,1587,Automat,329900,Toyota C-HR Hybrid CVT 184hk GR Sport JBL Kamera Rattvärme,Toyota,C-HR Hybrid,Unknown,184
240,,Uppsala,2014,Diesel,15500,Automat,184900,Volvo V70 D5 Momentum Värmare Drag KamremBytt 215hk,Volvo,V70 D5,Unknown,215
241,,Stockholm,2013,Bensin,18612,Automat,119000,Audi A4 Avant 1.8 170 hk Automat Proline,Audi,A4 Avant,Unknown,170
242,,Stockholm,2023,El,2710,Automat,279900,Peugeot E-208 ACTIVE PACK 136hk Electric,Peugeot,E-208 ACTIVE,Unknown,136
243,,Stockholm,2013,Diesel,16650,Automat,89900,Peugeot 508 SW 2.2 HDi FAP Panorama Automat,Peugeot,508 SW,Unknown,Unknown
244,,Skåne,2013,Miljöbränsle/Hybrid,9000,Automat,145900,Toyota Auris Touring Sports Hybrid e-CVT Euro 5,Toyota,Auris Touring,Unknown,Unknown
245,,Halland,2015,Diesel,14820,Automat,299900,Volkswagen Touareg 4.2 V8 TDI R-Line 4Motion Panorama,Volkswagen,Touareg 4,8,Unknown
246,,Östergötland,2016,Bensin,11100,Automat,314700,BMW M135i xDrive Aut Taklucka Nav H/K Värmare 400hk,BMW,M135i xDrive,Unknown,400
247,,Skåne,2013,Bensin,16300,Manuell,59900,Peugeot 208 5-dörrar 1.2 VTi 82hk/BES/NY SERVAD,Peugeot,208 5-dörrar,Unknown,82
248,,Skåne,2004,Bensin,25900,Manuell,16999,Peugeot 307 Break 2.0 XS Euro 3,Peugeot,307 Break,Unknown,Unknown
249,,Halland,2019,Bensin,12800,Automat,289900,Lexus ES ES 300h 2.5 E-CVT LUXURY TAKLUCKA SKINN,Lexus,ES ES,Unknown,Unknown
250,,Västernorrland,2013,Diesel,18501,Manuell,99800,Volkswagen Golf 1.6 TDI 105hk 4M M-Värmare B-Kamera Drag,Volkswagen,Golf 1,1.6,105
251,,Västernorrland,2018,Diesel,7620,Manuell,184800,Volvo V40 Cross Country D3 150hk D-Värmare VOC Välservad,Volvo,V40 Cross,Unknown,150
252,,Västernorrland,2019,Diesel,15238,Automat,278900,Volvo V90 D4 200hk R-Design Värmare B-Kamera Navi Drag VOC,Volvo,V90 D4,Unknown,200
253,,Skåne,2019,Diesel,8062,Automat,274800,Mercedes-Benz C 200 d AMG Kamera Navi Ambient Halvskinn Drag,Mercedes-Benz,C 200,Unknown,Unknown
254,,Stockholm,2015,Bensin,12365,Manuell,67900,Citroën C1 5dr 1.2 VTi Nyservad 82hk,Citroën,C1 5dr,Unknown,82
255,,Stockholm,2021,Miljöbränsle/Hybrid,4150,Automat,247900,MG EHS PHEV Luxury Pebble Black Pano Navi Skinn 360° 258hk,MG,EHS PHEV,Unknown,258
256,,Stockholm,2016,Bensin,9606,Manuell,114800,Seat Leon 1.2 TSI P-sensorer Nyservad 110hk,Seat,Leon 1,1.2,110
257,,Stockholm,2017,Diesel,21746,Automat,179800,Skoda Superb Kombi 4x4 Style Drag D-värme B-kam Navi 190hk,Skoda,Superb Kombi,Unknown,190
258,,Stockholm,2012,Diesel,18690,Automat,199800,Volvo XC90 D5 AWD R-Design 7-sits VOC Drag Skinn Dvärm 200hk,Volvo,XC90 D5,5,200
259,,Stockholm,2015,Diesel,14622,Automat,209700,Audi A6 Avant 3.0 TDI Quattro Sport Edition Drag PDC 218hk,Audi,A6 Avant,3.0,218
260,,Stockholm,2022,Bensin,4001,Manuell,139900,"Dacia Sandero Stepway 1.0 TCe B-Kam P-Sensor 0,44L/mil 91hk",Dacia,Sandero Stepway,Unknown,91
261,,Skåne,2014,Diesel,21316,Automat,89900,Chevrolet Trax 1.7 TD VCDi|Ny.Servad|Kam-bytt|Backkamera,Chevrolet,Trax 1,Unknown,Unknown
262,,Stockholm,2021,Diesel,11246,Automat,449800,Volkswagen Transporter 4M DSG Värmare Drag Cockpit Moms,Volkswagen,Transporter 4M,Unknown,Unknown
263,,Stockholm,2015,Diesel,14155,Automat,179800,Mercedes-Benz Vito L2 114CDI Värmare Nyservad 3-Sits Moms,Mercedes-Benz,Vito L2,Unknown,Unknown
264,,Stockholm,2017,Diesel,12513,Automat,114800,Citroën Berlingo L2 1.6 Dragkrok Takräcke P-Sensor 3-Sits,Citroën,Berlingo L2,Unknown,Unknown
265,,Stockholm,2016,Diesel,17454,Automat,169800,Mercedes-Benz Vito L2 114 Värmare Dragkrok 3-Sits 0.67L/Mil,Mercedes-Benz,Vito L2,Unknown,Unknown
266,Företag,Värmland,2016,Bensin,8600,Manuell,109000,Opel Astra 1.4 TURBO DYNAMIC,Opel,Astra 1,Unknown,Unknown
267,Företag,Värmland,2020,Miljöbränsle/Hybrid,3930,,250000,Kia Xceed Plug-in Hybrid Advamce Plus,Kia,Xceed Plug-in,Unknown,Unknown
268,Företag,Värmland,2022,Miljöbränsle/Hybrid,1445,Automat,329900,Kia Xceed PLUG-IN HYBRID ADVANCE,Kia,Xceed PLUG-IN,Unknown,Unknown
269,Företag,Värmland,2020,El,3776,Automat,329900,Kia E-Niro ADVANCE PLUS TECH,Kia,E-Niro ADVANCE,Unknown,Unknown
270,Företag,Värmland,2021,Miljöbränsle/Hybrid,3985,,239000,Kia Cee´d 1.6 PLUG-IN HYBRID SW ADVANCE,Kia,Cee,Unknown,Unknown
271,Företag,Värmland,2021,Miljöbränsle/Hybrid,4900,,234900,Kia Cee´d SW PLUG-IN HYBRID ADVANCE,Kia,Cee,Unknown,Unknown
272,Företag,Värmland,2020,El,4848,Automat,319900,Kia E-Niro ADVANCE 64KWH,Kia,E-Niro ADVANCE,Unknown,Unknown
273,,Norrbotten,2018,Diesel,7603,Automat,309900,Volvo S90 D4 AWD Advanced Edition Momentum/Drag/SoV/NaV/VOC,Volvo,S90 D4,4,Unknown
274,,Skåne,2023,Diesel,999,Automat,767900,Mercedes-Benz E 300 de 4M All Terrain / DEMO,Mercedes-Benz,E 300,Unknown,Unknown
275,,Göteborg,2011,Diesel,18466,Automat,139900,Mercedes-Benz GLK 220 CDI 4M 170hk AMG Line Pano Drag,Mercedes-Benz,GLK 220,Unknown,170
276,,Göteborg,2019,Bensin,10006,Manuell,129900,Jeep Renegade 1.0 T3 120hk Limited B-kamera Keyless Adapth F,Jeep,Renegade 1,Unknown,120
277,,Göteborg,2019,Bensin,7990,Automat,269900,Mazda CX-5 2.5 AWD 194hk Optimum HUD Bose 360-kamera Keyless,Mazda,CX-5 2,2.5,194
278,,Göteborg,2009,Miljöbränsle/Hybrid,15300,Automat,97900,Toyota Prius 1.5 VVT-i 112hk Keyless JBL Navi Årskatt 360:-,Toyota,Prius 1,Unknown,112
279,,Göteborg,2016,Diesel,14723,Automat,214900,BMW 520 d xDrive 190hk M Sport Hifi B-kamera Skinn Drag,BMW,520 d,Unknown,190
280,,Västernorrland,2017,Diesel,15735,Automat,208800,"Volvo V90 D4 190hk Dragkrok Nybytt kamrem Nyservad 0,45l/mil",Volvo,V90 D4,Unknown,190
281,,Stockholm,2020,Miljöbränsle/Hybrid,6692,Automat,229800,Kia Niro P-HEV EX Advance Plus B-Kam Skinn Dragkrok 141hk,Kia,Niro P-HEV,Unknown,141
282,,Skåne,2019,Diesel,12615,Automat,289800,Volkswagen Tiguan Allspace TDI 4M R-Line Cockpit Värm Drag,Volkswagen,Tiguan Allspace,Unknown,Unknown
283,,Skåne,2013,Bensin,3071,Manuell,99800,Skoda Fabia 1.2 TSI 86hk En-Brukare Sensorer Låg-Årsskatt,Skoda,Fabia 1,1.2,86
284,,Skåne,2020,Bensin,2043,Automat,758900,Mercedes-Benz GLE 450 4M AMG Premium Pano Burm Luft Drag,Mercedes-Benz,GLE 450,Unknown,Unknown
285,,Stockholm,2017,Miljöbränsle/Hybrid,7800,Automat,228000,"Toyota Prius Hybrid CVT / Motorvärmare, Backkamera, PDC-Bak",Toyota,Prius Hybrid,Unknown,Unknown
286,,Stockholm,2015,Diesel,14480,Manuell,139000,"BMW 318 d Touring Blue Performance, Sport line / PDC-Bak",BMW,318 d,Unknown,Unknown
287,,Stockholm,2017,Miljöbränsle/Hybrid,11570,Automat,193000,BMW 225xe Active Tourer Steptronic Sport line / Panorama,BMW,225xe Active,Unknown,Unknown
288,,Stockholm,2016,Diesel,13190,Automat,199000,Audi Q3 2.0 TDI quattro S Tronic Sport Edition / Backkamera,Audi,Q3 2,2.0,Unknown
289,,Stockholm,2018,Bensin,5380,Manuell,139000,"Ford Ecosport 1.0 EcoBoost / CarPlay, Rattvärme",Ford,Ecosport 1,Unknown,Unknown
290,,Stockholm,2020,Bensin,5450,Automat,271000,"Mercedes-Benz B 200 7G-DCT / Backkamera, GPS, Ambient Light",Mercedes-Benz,B 200,Unknown,Unknown
291,,Stockholm,2018,Bensin,10910,Automat,319000,"Audi A5 Sportback 2.0 TFSI quattro S Tronic, S-Line / B&O",Audi,A5 Sportback,Unknown,Unknown
292,,Stockholm,2020,Bensin,8270,Automat,344000,"Volvo XC40 T4 AWD Geartronic R-Design / Värmare, H/K, VOC",Volvo,XC40 T4,4,Unknown
293,,Stockholm,2017,Diesel,7470,Automat,207000,"Volvo V40 Cross Country D3 Geartronic Momentum / GPS, PDC",Volvo,V40 Cross,Unknown,Unknown
294,,Stockholm,2018,Diesel,10340,Automat,188000,"Volvo V40 Cross Country D3 Geartronic Momentum / VOC, GPS",Volvo,V40 Cross,Unknown,Unknown
295,,Stockholm,2019,Bensin,4860,Automat,207000,"Mazda CX-3 2.0 SKYACTIV-G / BOSE, Rattvärme, Backkamera, GPS",Mazda,CX-3 2,Unknown,Unknown
296,,Stockholm,2019,Bensin,6220,Automat,133000,"Kia Picanto 1.25 MPI / CarPay, Rattvärme, Backkamera",Kia,Picanto 1,Unknown,Unknown
297,,Stockholm,2014,Diesel,7480,Manuell,104000,"Hyundai i30 5-dörrar 1.6 CRDi / Värmare, PDC-Bak",Hyundai,i30 5-dörrar,Unknown,Unknown
298,,Stockholm,2017,Diesel,9200,Automat,439000,"BMW X6 xDrive40d Steptronic M Sport / B&O, Värmare, CarPlay",BMW,X6 xDrive40d,Unknown,Unknown
299,,Stockholm,2017,Bensin,2910,Manuell,128000,"Fiat 500C 1.2 8V / Taklucka, PDC-Bak",Fiat,500C 1,Unknown,Unknown
300,,Stockholm,2020,Bensin,6750,Automat,339000,"Volvo V60 T5 Geartronic R-Design / CarPlay, Rattvärme, VOC",Volvo,V60 T5,Unknown,Unknown
301,,Stockholm,2019,Bensin,3920,Automat,158000,Ford Fiesta 5-dörrar 1.0 EcoBoost TREND PLUS / CarPlay,Ford,Fiesta 5-dörrar,Unknown,Unknown
302,,Stockholm,2014,Bensin,13640,Automat,122000,"Volkswagen The Beetle 1.4 TSI / Värmare, PDC",Volkswagen,The Beetle,1.4,Unknown
303,,Stockholm,2017,Diesel,11600,Automat,385000,"Audi Q7 3.0 TDI V6 quattro S-Line / 7-Sits, BOSE, Värmare",Audi,Q7 3,3.0,Unknown
304,,Kalmar,2016,Bensin,10567,Automat,254800,BMW 428 i 245hk M Sport Taklucka H/K Navi Skinn,BMW,428 i,Unknown,245
305,,Kalmar,2019,Bensin,5309,Manuell,144900,Seat Leon 1.0 TSI 115hk M/K-Värmare Sensorer 1-Brukare,Seat,Leon 1,1.0,115
306,,Kalmar,2016,Diesel,13044,Automat,224700,Mercedes-Benz E 220 T 4M 170hk Avantgarde Värm B-Kamera Drag,Mercedes-Benz,E 220,Unknown,170
307,,Kalmar,2016,Bensin,7063,Manuell,109400,Renault Captur 0.9 TCe 90hk Navi P-Sensorer Låg Skatt,Renault,Captur 0,Unknown,90
308,,Kalmar,2011,Diesel,19344,Automat,114900,Nissan Qashqai+2 dCi 4x4 150hk 7-Sits Pano Kamera Navi Drag,Nissan,Qashqai,Unknown,150
309,,Kalmar,2016,Miljöbränsle/Hybrid,7352,Automat,239900,Lexus IS 300h 2.5 CVT 223hk Special Edt Värmare Kamera,Lexus,IS 300h,Unknown,223
310,,Kalmar,2022,Miljöbränsle/Hybrid,4322,Automat,594900,Volvo XC60 Recharge T6 AWD Inscription H/K Pano Drag MOMS,Volvo,XC60 Recharge,6,Unknown
311,,Kalmar,2014,Diesel,16479,Automat,169700,Volvo V40 Cross Country D4 Summum Pano VOC Värm Skinn Drag,Volvo,V40 Cross,Unknown,Unknown
312,,Kalmar,2016,Diesel,6294,Automat,204900,BMW 220 d xDrive 190hk Advantage Keyless Kamera,BMW,220 d,Unknown,190
313,,Stockholm,2020,Diesel,4990,Automat,299900,"Volvo V60 D4 AWD Geartronic Momentum, MOMS VOC 2500kr/Mån",Volvo,V60 D4,4,Unknown
314,,Stockholm,2018,Diesel,6400,Automat,179900,"Skoda Octavia Kombi 1.6 TDI, Drag, Värmare, Moms",Skoda,Octavia Kombi,1.6,Unknown
315,,Stockholm,2018,Diesel,11800,Automat,298900,Volkswagen Tiguan GTS 2.0TDI R-Line Pano Dragkrok 2500kr/Mån,Volkswagen,Tiguan GTS,Unknown,Unknown
316,,Halland,2010,Diesel,15355,Manuell,49900,Renault Mégane 1.5 dCi Euro 5,Renault,Mégane 1,Unknown,Unknown
317,,Västerbotten,2018,Bensin,5944,Automat,178700,Hyundai i30 Kombi T-GDi 140hk Premium Kamera GPS Elstol Drag,Hyundai,i30 Kombi,Unknown,140
318,,Västerbotten,2014,Diesel,10361,Manuell,109800,Citroën C4 Aircross 4WD 114hk Pano Sensorer Halvskinn Drag,Citroën,C4 Aircross,Unknown,114
319,,Stockholm,2013,Diesel,12000,Manuell,39900,"Fiat SCUDO 2.0 Multijet Manuell, 128hk",Fiat,SCUDO 2,Unknown,128
320,,Västernorrland,2022,Bensin,671,Automat,339800,Subaru XV e-Boxer XFuel 150hk Kamera Rattvärme Lågmilad,Subaru,XV e-Boxer,Unknown,150
321,,Västernorrland,2016,Diesel,17997,Automat,179900,Audi A5 2.0 TDI 190hk Quattro S-Line Taklucka Värmare Navi,Audi,A5 2,2.0,190
322,,Västernorrland,2021,Miljöbränsle/Hybrid,4746,Automat,378900,Seat Tarraco PHEV 245hk FR 360º Kamera Cockpit Navi,Seat,Tarraco PHEV,Unknown,245
323,,Stockholm,2014,Diesel,11756,Automat,164900,Volvo V70 D2 115hk Momentum Värmare Delläder Drag VOC Nyserv,Volvo,V70 D2,Unknown,115
324,,Stockholm,2015,Diesel,16903,Manuell,184900,Volvo XC60 D4 181hk R-Design Pano Värmare Navi Drag VOC,Volvo,XC60 D4,Unknown,181
325,,Stockholm,2015,Diesel,10285,Automat,174900,Volkswagen Passat Alltrack 4M 177hk Premium Värma Skinn Drag,Volkswagen,Passat Alltrack,Unknown,177
326,,Stockholm,2016,Bensin,798,Manuell,109900,"Volkswagen UP! 1.0 MPI 75hk Driver assist Lågskatt 0,39L/mil",Volkswagen,UP,Unknown,75
327,,Stockholm,2016,Diesel,18214,Automat,167900,Volkswagen Passat Alltrack TDI 4M 190hk Värmare Kamera Drag,Volkswagen,Passat Alltrack,Unknown,190
328,,Stockholm,2018,Diesel,15737,Automat,264400,Volvo XC40 D4 AWD 190hk Momentum Värmare Skinn Drag VOC,Volvo,XC40 D4,4,190
329,,Stockholm,2017,Diesel,11184,Automat,299900,Volkswagen Touareg 3.0 V6 4M 204hk R-Line Värmare Skinn Drag,Volkswagen,Touareg 3,Unknown,204
330,,Stockholm,2013,Diesel,10592,Automat,198900,Audi A6 Avant 3.0 Quattro 204hk Proline P-Sensorer Drag,Audi,A6 Avant,Unknown,204
331,,Stockholm,2020,Bensin,8395,Automat,243900,Mercedes-Benz A 180 136hk AMG Sport Cockpit Kamera Keyless,Mercedes-Benz,A 180,Unknown,136
332,,Stockholm,2022,Bensin,2178,Automat,408900,Volvo S60 B5 250hk R-Design Värmare H/K Skinn Kamera VOC,Volvo,S60 B5,Unknown,250
333,,Stockholm,2006,Bensin,27824,Automat,19900,Volvo V70 2.4 Kinetic 140hk KREM-BYTT 3 BRUKARE VÄLSKÖTT,Volvo,V70 2,Unknown,140
334,,Södermanland,2015,Diesel,14372,Automat,149800,BMW 218 d Active Tourer 150hk Advantage Kamera Rattvärm Drag,BMW,218 d,Unknown,150
335,,Södermanland,2017,Miljöbränsle/Hybrid,6017,Automat,199800,Kia Niro Hybrid 141hk Advance Plus Värm Kamera Navi Välserv,Kia,Niro Hybrid,Unknown,141
336,,Södermanland,2022,Bensin,6208,Automat,329800,Volkswagen Touran TSI 150hk R-Line 7-sit Kamera CarPlay Drag,Volkswagen,Touran TSI,Unknown,150
337,,Södermanland,2021,El,4637,Automat,409800,Tesla Model 3 Long Range AWD 440hk Pano En-bruk Sv.Såld MOMS,Tesla,Model 3,Unknown,440
338,,Södermanland,2018,Diesel,11754,Manuell,174800,Honda Civic 1.6 i-DTEC 120hk Elegance Kamera Navi Välservad,Honda,Civic 1,Unknown,120
339,,Södermanland,2014,Diesel,18868,Automat,188900,BMW 530 d xDrive Sedan 258hk Pano HUD Navi Skinn Sensorer,BMW,530 d,Unknown,258
340,,Södermanland,2013,Diesel,13717,Manuell,159800,Volvo V40 D4 177hk R-Design VOC Värm GPS Sensorer Skinn Drag,Volvo,V40 D4,Unknown,177
341,,Södermanland,2020,Bensin,3297,Automat,354800,Audi A6 Sedan 45 TFSI Quattro 245hk Proline GPS Adaptiv-Fart,Audi,A6 Sedan,Unknown,245
342,,Södermanland,2015,Bensin,7633,Manuell,139800,MINI Cooper 136hk Chili Excitement Connected Halvskinn,MINI,Cooper 136hk,Unknown,136
343,,Södermanland,2018,Diesel,12266,Automat,219800,Opel Insignia GSI ST 4x4 210hk BOSE HUD Värm 360° Skinn Drag,Opel,Insignia GSI,Unknown,210
344,,Södermanland,2014,Bensin,6167,Manuell,99800,"Opel Adam 100hk Rattvärme Skinn Välserv Låg-Skatt 0,42l/mil",Opel,Adam 100hk,Unknown,100
345,,Södermanland,2016,Diesel,17755,Automat,118800,Peugeot 308 1.6 BlueHDi 120hk Active Pano Navi Sensorer Drag,Peugeot,308 1,Unknown,120
346,,Södermanland,2017,Bensin,18386,Automat,199800,Volkswagen Touran 150hk R-Line 7-sit Kamera Carplay Drag,Volkswagen,Touran 150hk,Unknown,150
347,,Södermanland,2020,Bensin,3072,Manuell,228500,"BMW 118 i 140hk M Sport Ambient Rattvärme Sensorer 0,59l/mil",BMW,118 i,Unknown,140
348,,Södermanland,2014,Bensin,12912,Manuell,108900,Volkswagen Polo 1.2 TSI 90hk R-Line Värmare P-sensorer,Volkswagen,Polo 1,1.2,90
349,,Södermanland,2021,Bensin,7634,Manuell,114800,Kia Picanto 1.0 MPI 67hk Advance Kamera Rattvärm Välservad,Kia,Picanto 1,Unknown,67
350,,Södermanland,2018,Diesel,10053,Automat,298700,BMW 520 d xDrive Touring Sport line HiFi Kamera Navi Drag,BMW,520 d,Unknown,Unknown
351,,Halland,2017,Bensin,8743,Manuell,168700,Volkswagen Golf 1.4 150hk R-Line Kamera Adaptiv-fart Välserv,Volkswagen,Golf 1,Unknown,150
352,,Halland,2017,Bensin,11227,Automat,154800,Volkswagen Golf SC TSI 110hk Style Värmare CarPlay Sensorer,Volkswagen,Golf SC,Unknown,110
353,,Halland,2019,Bensin,10348,Manuell,224800,Volvo XC40 T3 156hk Business Värmare VOC Sensorer Välservad,Volvo,XC40 T3,Unknown,156
354,,Halland,2016,Diesel,12020,Automat,144800,Citroën C4 Picasso BlueHDi 120hk Kamera Navi Drag En-Brukare,Citroën,C4 Picasso,Unknown,120
355,,Halland,2020,El,2676,Automat,224800,Mazda MX-30 e-Skyactiv 143hk First Edition Värm Kamera HUD,Mazda,MX-30 e-Skyactiv,30,143
356,,Halland,2017,Diesel,16970,Automat,318900,Volvo V90 Cross Country D5 AWD Inscription Pro Pano VOC B&W,Volvo,V90 Cross,5,Unknown
357,,Halland,2022,Miljöbränsle/Hybrid,4512,Automat,479800,BMW 530 e xDrive Touring M Sport HiFi Kamera Cockpit Drag,BMW,530 e,530,Unknown
358,,Halland,2016,Diesel,19632,Automat,319900,Audi Q7 TDI V6 Q 272hk S-Line 7-sits BOSE Cockpit Navi Drag,Audi,Q7 TDI,7,272
359,,Stockholm,2018,Miljöbränsle/Hybrid,16769,Automat,179900,Volkswagen Passat Sportscombi GTE Dragkrok Cockpit *SE UTR*,Volkswagen,Passat Sportscombi,Unknown,Unknown
360,,Göteborg,2013,Diesel,6662,Automat,299800,Mitsubishi Pajero 4WD 200hk En-bruk 7-sits Värm Kamera Drag,Mitsubishi,Pajero 4WD,Unknown,200
361,,Stockholm,2016,Diesel,13644,Manuell,129800,Hyundai i40cw 1.7 CRDi 141hk B-Kamera Navi Rattvärme 1-bruk,Hyundai,i40cw 1,Unknown,141
362,,Stockholm,2014,Bensin,15393,Manuell,104900,BMW 116 136hk P-sensorer 0.45l/mil Nyservad,BMW,116 136hk,Unknown,136
363,,Stockholm,2017,Diesel,10801,Automat,233900,Skoda Superb 2.0 TDI 190hk L&K D-Värm Skinn Canton B-Kamera,Skoda,Superb 2,2.0,190
364,,Stockholm,2018,Bensin,6101,Manuell,114900,Kia Picanto 1.0 67hk GT-Line Skinn B-Kamera Rattvärme 1-bruk,Kia,Picanto 1,Unknown,67
365,,Stockholm,2019,Bensin,6244,Automat,228900,Jeep Compass 1.4 4WD 170hk Limited B-Kamera Navi Beats-ljud,Jeep,Compass 1,Unknown,170
366,,Stockholm,2023,Miljöbränsle/Hybrid,2335,Automat,444900,Lexus NX 350h E-CVT 242hk Cockpit Backkamera Navi Drag,Lexus,NX 350h,Unknown,242
367,,Jämtland,2020,Miljöbränsle/Hybrid,17653,Automat,219800,Mitsubishi Outlander P-HEV 4WD 230hk Business X 360° Drag,Mitsubishi,Outlander P-HEV,Unknown,230
368,,Jämtland,2020,Diesel,12039,Automat,374400,Volvo XC60 B4 197hk AWD R-Design Värmare Skinn Kamera Navi,Volvo,XC60 B4,Unknown,197
369,,Jämtland,2014,Bensin,4363,Automat,239800,Mercedes-Benz GLA 250 211hk 4M Kamera Navi Drag,Mercedes-Benz,GLA 250,Unknown,211
370,,Norrbotten,2013,Diesel,10723,Manuell,109900,Dacia Duster 1.5 dCi 4x4 Euro 5 MoK/Drag/SoV-däck,Dacia,Duster 1,Unknown,Unknown
371,,Norrbotten,2017,Bensin,13200,Manuell,149900,Mazda 2 5-dörrar 1.5 SKYACTIV-G Psens/Navi/SoV/Låg Skatt,Mazda,2 5-dörrar,Unknown,Unknown
372,,Norrbotten,2011,Bensin,15250,Manuell,69900,Citroën C5 Sedan 1.6 Låg skatt/Nyservad/SoV/MoK/Kamkedja,Citroën,C5 Sedan,Unknown,Unknown
373,,Norrbotten,2014,Miljöbränsle/Hybrid,14735,Automat,169900,Mitsubishi Outlander P-HEV 2.0 4WD 203hk Drag/MoK/Kamera/SoV,Mitsubishi,Outlander P-HEV,Unknown,203
374,,Norrbotten,2018,Bensin,12091,Automat,279000,Volkswagen Arteon 2.0 TSI 4Motion R-Line Drag Kamera MoK SoV,Volkswagen,Arteon 2,2.0,Unknown
375,,Norrbotten,2020,Miljöbränsle/Hybrid,8997,Automat,299900,Honda CR-V Hybrid AWD E-CVT Elegance Drag/Kamera/MoK/Nav/SoV,Honda,CR-V Hybrid,Unknown,Unknown
376,,Stockholm,2019,Bensin,4040,Automat,199000,Mazda CX-3 2.0 Optimum AUT 121hk + V-hjul,Mazda,CX-3 2,Unknown,121
377,,Västerbotten,2002,Bensin,9113,Automat,379000,BMW M3 E46 Convertible SMG 343hk,BMW,M3 E46,Unknown,343
378,,Stockholm,2018,Diesel,14386,Automat,329900,Volkswagen Amarok 2.9t 3.0 V6 4M AVENTURA D-VÄRM MOMS DIFF,Volkswagen,Amarok 2,Unknown,Unknown
379,,Södermanland,2008,Diesel,17500,Manuell,39900,Kia CEED cee'd_sw 1.6 CRDi Euro 4 Drag,Kia,CEED cee,Unknown,Unknown
380,,Gävleborg,1970,Bensin,12345,Manuell,429900,Chevrolet Chevelle  SS 454 7.4 V8 Manuell Gratis Hemlev,Chevrolet,Chevelle,Unknown,Unknown
382,,Södermanland,2017,Bensin,9288,Automat,229900,Audi Q2 1.4 TFSI Aut S-Line Virtual Cockpit-Navi SoV,Audi,Q2 1,Unknown,Unknown
