,Company,Location,Year,Fuel,Miles,Gear,Price,Name,Brand,Model,Engine Volume,Horsepower
2604,,Göteborg,2020,Bensin,4999,Automat,374900,Audi A5 Sb 45 TFSI quattro S Tronic S-LINE COCKPIT KAMERA,Audi,A5 Sb,Unknown,Unknown
2605,,Södermanland,2016,Miljöbränsle/Hybrid,7297,Automat,209800,Audi A3 Sportback e-Tron 204hk Proline Navi Skinn En-brukare,Audi,A3 Sportback,Unknown,204
2606,,Södermanland,2017,Diesel,9477,Automat,184800,Volvo V60 D4 Momentum VOC Värm GPS Sensorer Rattvärme Drag,Volvo,V60 D4,Unknown,Unknown
2607,,Södermanland,2020,Miljöbränsle/Hybrid,3808,Automat,274800,Opel Grandland X Hybrid4 Plug-in 300hk Innovation Värm Drag,Opel,Grandland X,Unknown,300
2608,,Örebro,2005,Bensin,29789,Manuell,13900,Volvo V50 2.4 Euro 4 Besiktigad Dragkrok,Volvo,V50 2,Unknown,Unknown
2609,,Skaraborg,2008,Miljöbränsle/Hybrid,20298,Manuell,46900,Saab 9-3 SportCombi 2.0t BioPower Vector Euro 5,Saab,9-3 SportCombi,Unknown,Unknown
2610,,Västerbotten,2014,Diesel,22468,Manuell,119800,"Audi A4 Avant 2.0 TDI 150hk Comfort Dragkrok 0,53l/mil",Audi,A4 Avant,2.0,150
2611,,Västerbotten,2016,Diesel,15121,Automat,194800,Volkswagen Passat Alltrack 4M 190hk Executive Värm Kamera,Volkswagen,Passat Alltrack,Unknown,190
2612,,Västerbotten,2018,Bensin,8147,Manuell,134800,Kia Cee´d 1.4 CVVT 99hk Sensorer Rattvärme Välservad,Kia,Cee,Unknown,99
2613,,Örebro,2021,Bensin,6071,Manuell,239800,Volkswagen Golf 1.5 TSI 150hk R-Line Cockpit Kamera Rattvärm,Volkswagen,Golf 1,1.5,150
2614,,Örebro,2021,Bensin,2797,Automat,239800,Nissan Qashqai DIG-T 158hk Tekna 360° Navi Skinn 0.56L/mil,Nissan,Qashqai DIG-T,Unknown,158
2615,,Örebro,2020,Bensin,5370,Automat,288800,Volvo XC40 T3 163hk Momentum VOC Sensorer Välservad,Volvo,XC40 T3,Unknown,163
2616,,Örebro,2023,Bensin,1303,Automat,249800,Volkswagen T-CROSS GT TSI 110hk Plus Sensorer CarPlay MOMS,Volkswagen,T-CROSS GT,Unknown,110
2617,,Örebro,2020,Bensin,4916,Automat,399800,Land Rover Range Rover Evoque P200 AWD SE Pano Cockpit MOMS,Land,Rover Range,200,Unknown
2618,,Örebro,2021,Miljöbränsle/Hybrid,4512,Automat,779800,Mercedes-Benz GLE 350 de 4M AMG Premium+ Burmester Pano MOMS,Mercedes-Benz,GLE 350,Unknown,Unknown
2619,,Örebro,2017,Bensin,10023,Automat,214800,Kia Optima SW GT 2.0 Turbo 245hk Värmare Pano H/K Kamera,Kia,Optima SW,Unknown,245
2620,,Örebro,2019,Bensin,8889,Automat,268900,Jaguar E-Pace P200 AWD 200hk Kamera Navi Dragkrok Välservad,Jaguar,E-Pace P200,200,200
2621,,Örebro,2020,Miljöbränsle/Hybrid,4277,Automat,328900,Toyota RAV4 Hybrid 218hk Active Rattvärme Kamera Välservad,Toyota,RAV4 Hybrid,Unknown,218
2622,,Örebro,2018,Diesel,12919,Automat,229800,Nissan X-Trail 2.0 dCi 4x4 177hk Värmare 360° Skinn Drag,Nissan,X-Trail 2,Unknown,177
2623,,Örebro,2018,Diesel,15499,Automat,248900,Audi Q5 2.0 TDI Q 190hk Proline Sensorer Drag Välservad,Audi,Q5 2,2.0,190
2624,,Örebro,2018,Diesel,8317,Automat,699800,Mercedes-Benz S 400 d 4M L AMG Designo Exclusive Sv.Såld,Mercedes-Benz,S 400,Unknown,Unknown
2625,,Stockholm,2021,Miljöbränsle/Hybrid,11040,Automat,199900,"Toyota C-HR Hybrid CVT Euro 6, MOMS, backkamera 1800 kr/Mån",Toyota,C-HR Hybrid,Unknown,Unknown
2626,,Stockholm,2018,Bensin,8101,Automat,134000,Peugeot 208 5-dörrar 1.2 VTi Panorama PDC Bluetooth,Peugeot,208 5-dörrar,Unknown,Unknown
2627,,Östergötland,2020,Miljöbränsle/Hybrid,7689,Automat,379700,Lexus ES 300h E-CVT 218hk F Sport Taklucka Kamera Navi Skinn,Lexus,ES 300h,Unknown,218
2628,,Östergötland,2021,Diesel,12414,Automat,294700,Mercedes-Benz C 220 T d 194hk AMG Night Kamera Cockpit Drag,Mercedes-Benz,C 220,Unknown,194
2629,,Östergötland,2019,Bensin,7035,Automat,319800,Volvo S60 T5 250hk R-Design H/K VOC Värm Kamera Navi BLIS,Volvo,S60 T5,Unknown,250
2630,,Östergötland,2014,Bensin,16592,Manuell,134800,Kia Cee´d Pro GT 1.6 204hk Kamera Navi Keyless Välservad,Kia,Cee,Unknown,204
2631,,Östergötland,2016,Diesel,4068,Manuell,119800,Kia Venga CRDi 90hk Värmare Sensorer Farthållare En-Brukare,Kia,Venga CRDi,Unknown,90
2632,,Älvsborg,2010,Diesel,18868,Automat,68000,Citroën C5 Sedan 2.0 HDi 163Hk AUT Värmare Drag BT AUX,Citroën,C5 Sedan,Unknown,Unknown
2633,,Östergötland,2017,Bensin,10039,Manuell,199800,Mercedes-Benz GLA 200 156hk Progressive Kamera CarPlay Drag,Mercedes-Benz,GLA 200,Unknown,156
2634,,Östergötland,2019,Diesel,5862,Automat,368800,Audi Q5 40 TDI Q 190hk Proline Värm Cockpit Skinn Navi Drag,Audi,Q5 40,40,190
2635,,Östergötland,2020,Miljöbränsle/Hybrid,4449,Automat,249900,Mazda 3 Sport 2.0 M Hybrid 150hk HUD Värmare Kamera Navi,Mazda,3 Sport,Unknown,150
2636,,Östergötland,2020,Diesel,7945,Automat,428900,Mercedes-Benz GLC 200 d 4M AMG Pano Värmare Cockpit Ambient,Mercedes-Benz,GLC 200,Unknown,Unknown
2637,,Östergötland,2017,Diesel,6363,Automat,297900,Volkswagen Arteon 4M 240hk Executive Pano Värm Cockpit Drag,Volkswagen,Arteon 4M,Unknown,240
2638,,Dalarna,2006,Bensin,8200,Manuell,29900,Chevrolet Kalos 5D 1.4 END. 8800 MIL/NY KAMREM/NYSERVAD/FINA,Chevrolet,Kalos 5D,Unknown,Unknown
2640,,Västernorrland,2012,Diesel,33296,Manuell,39900,Subaru Legacy Wagon 2.0 4WD 150hk Drag,Subaru,Legacy Wagon,Unknown,150
2641,,Skåne,2011,Diesel,24000,Manuell,54500,Subaru Legacy 2.0 4WD 4x4,Subaru,Legacy 2,Unknown,Unknown
2642,,Skåne,2013,Miljöbränsle/Hybrid,12300,Manuell,49900,Dacia Sandero 1.6 E85 eco2 Endast 12300Mil,Dacia,Sandero 1,85,Unknown
2643,,Örebro,2002,Bensin,21712,Manuell,28900,Saab 9-5 Aero SportCombi 2.3 Turbo Aero Euro 3,Saab,9-5 Aero,Unknown,Unknown
2644,,Skåne,2017,Bensin,17300,Manuell,79900,"Dacia Logan MCV Stepway 0.9 TCe Manuell, 90hk, 2017",Dacia,Logan MCV,Unknown,90
2645,,Stockholm,2020,Bensin,7314,Automat,229900,Nissan Qashqai 1.3 DIG-T DCT 160hk Tekna Dynamic |Bose|Pano|,Nissan,Qashqai 1,Unknown,160
2646,,Stockholm,2020,Bensin,7293,Automat,204500,Kia Xceed 1.4 T-GDI 140hk DCT Nybilsgaranti |Backkamera|Navi,Kia,Xceed 1,Unknown,140
2647,,Stockholm,2023,Bensin,311,Automat,214900,Skoda Scala 1.0 TSI Style DSG I Garanti I 312 mil I Nyskick,Skoda,Scala 1,1.0,Unknown
2648,,Stockholm,2023,Bensin,853,Automat,199900,Renault Clio 1.0 TCe 90hk  Automat | Backkamera |,Renault,Clio 1,Unknown,90
2649,,Stockholm,2017,Diesel,10783,Manuell,129900,Kia CEED 1.6 CRDi GT-Line I Kamera I Navi I NYBILSGARANTI,Kia,CEED 1,Unknown,Unknown
2650,,Stockholm,2016,Bensin,16325,Manuell,79900,Skoda Fabia Kombi 1.2 TSI 90hk Style I Servad & Besiktad,Skoda,Fabia Kombi,1.2,90
2651,,Stockholm,2018,Miljöbränsle/Hybrid,10200,Automat,209900,Volkswagen Passat GTE 218hk | Kamera | Navi | Matrix |Drag,Volkswagen,Passat GTE,Unknown,218
2652,,Stockholm,2018,Bensin,5994,Automat,159900,Volkswagen Golf  1.0 TSI BlueMotion 110hk DSG,Volkswagen,Golf,1.0,110
2653,,Stockholm,2015,Bensin,8611,Manuell,119900,Volkswagen Golf 5-dörrar 1.2 TSIBlueMotion Style,Volkswagen,Golf 5-dörrar,1.2,Unknown
2654,,Stockholm,2020,Bensin,7295,Automat,229900,Nissan Qashqai TEKNA+ Dynamic/Pano/Läder/ProPilot/1 ägare!,Nissan,Qashqai TEKNA,Unknown,Unknown
2655,,Kalmar,2012,Diesel,6843,Manuell,159700,BMW 316 d Sedan 116hk Drag 0.43L/Mil Låga Mil,BMW,316 d,Unknown,116
2656,,Kalmar,2018,Diesel,13370,Automat,264800,Volvo V90 D5 AWD 235hk Advanced VOC Värm Navi Drag,Volvo,V90 D5,5,235
2657,,Kalmar,2011,Diesel,11441,Automat,139800,Volvo S80 D3 163hk Summum Skinn P-Sensorer Drag 2-Brukare,Volvo,S80 D3,Unknown,163
2658,,Kalmar,2017,Diesel,14933,Manuell,134800,Nissan Qashqai 1.5 dCi 110hk N-Connecta 360° Navi Sensorer,Nissan,Qashqai 1,Unknown,110
2659,,Kalmar,2016,Diesel,9224,Automat,239700,BMW 320 d xDrive GT 190hk M Sport Pano Sensorer Drag 1-Bruk,BMW,320 d,Unknown,190
2660,,Kalmar,2021,El,13482,Automat,419900,Volvo XC40 P8 AWD Recharge 408hk R-Design Pano VOC H/K MOMS,Volvo,XC40 P8,8,408
2661,,Kalmar,2020,Diesel,8163,Manuell,239800,Opel Movano L2H2 2.3CDTI 150hk Dragkrok 3-Sits Sensorer MOMS,Opel,Movano L2H2,Unknown,150
2662,,Kalmar,2019,Miljöbränsle/Hybrid,8210,Automat,644800,Dodge RAM Laramie 5.7 4x4 Pano Skinn Luftfjädring MOMS,Dodge,RAM Laramie,Unknown,Unknown
2663,,Kalmar,2019,Diesel,3392,Manuell,179800,Volkswagen Caddy 2.0TDI Värm Dragkrok Nyservad PDC Moms,Volkswagen,Caddy 2,Unknown,Unknown
2664,,Stockholm,2021,Diesel,7754,Automat,389000,Audi Q5 40 TDI q s-tr 204HK Proline Adv / Alpin / Cockpit,Audi,Q5 40,40,204
2665,,Kalmar,2015,Diesel,23236,Automat,169900,Volvo S80 D5 AWD Summum T-Lucka VOC Värmare Skinn Drag,Volvo,S80 D5,5,Unknown
2666,,Stockholm,2017,Diesel,17241,Manuell,144700,Alfa Romeo Giulia 2.2 JTD 16V 150HK NAVIGATOR EL-STOLAR,Alfa,Romeo Giulia,Unknown,150
2667,,Skåne,2019,Diesel,17400,Automat,329900,Volkswagen Amarok  Aventura 3.0 V6 TDI 4Motion MOMS BIL Full,Volkswagen,Amarok,6,Unknown
2668,,Skåne,2013,Bensin,18000,Manuell,78500,Ford C-Max 1.0 EcoBoost | DRAG | | ÅRSSKATT 492kr,Ford,C-Max 1,Unknown,Unknown
2669,,Skåne,2019,Diesel,18600,Manuell,149900,Nissan NV300 Skåpbil 2.9t 1.6 dCi Moms bil avdragbar,Nissan,NV300 Skåpbil,Unknown,Unknown
2670,,Stockholm,2018,Bensin,9158,Manuell,169700,Ford Mondeo 1.5 EcoBoost Pano HUD B-kamera Navi Drag 160hk,Ford,Mondeo 1,Unknown,160
2671,,Stockholm,2015,Bensin,12037,Manuell,158900,Volkswagen Passat Sportscombi 1.4 TSI Drag B-kamera 150hk,Volkswagen,Passat Sportscombi,1.4,150
2672,,Stockholm,2015,Miljöbränsle/Hybrid,3970,Automat,179800,Toyota Auris Hybrid B-kamera M-värme 1 brukare 136hk,Toyota,Auris Hybrid,Unknown,136
2673,,Stockholm,2019,Diesel,1446,Automat,394900,BMW 320 d xDrive Sedan M Sport Cockpit Navi Drag Nyserv 190h,BMW,320 d,Unknown,Unknown
2674,,Stockholm,2018,Bensin,7848,Automat,214800,Volkswagen Golf 1.4 TSI R-Line B-kamera CarPlay Drag 150hk,Volkswagen,Golf 1,1.4,150
2675,,Stockholm,2014,Bensin,3999,Manuell,99800,Skoda Fabia 1.2 TSI Ambiente PDC 1 brukare 86hk,Skoda,Fabia 1,1.2,86
2676,,Stockholm,2021,Diesel,3703,Automat,434900,BMW 520 d xDrive M Sport B-kamera Cockpit H/K Navi Drag 190h,BMW,520 d,Unknown,Unknown
2677,,Skåne,2017,Diesel,17700,Automat,99900,Peugeot Expert Panel Van 1.2t 1.6 BlueHDi Automat Skåpbil Eu,Peugeot,Expert Panel,Unknown,Unknown
2678,,Skåne,2007,Diesel,14900,Manuell,54900,"Opel Vivaro Skåpbil lågmilare """"14000 Mil """"""",Opel,Vivaro Skåpbil,Unknown,Unknown
2679,,Skåne,2012,Bensin,10426,Manuell,59900,Volkswagen UP! 3-dörrar 1.0 MPI Drive Euro 5,Volkswagen,UP,Unknown,Unknown
2680,,Stockholm,2016,Bensin,8865,Automat,199700,BMW 218 i GRAN TOURER 136HK 7 SITSIG DRAG KAMERA MVÄRM HIFI,BMW,218 i,Unknown,136
2681,,Stockholm,2021,Bensin,4489,Automat,244000,Audi A3 Sportback 35 TFSI S Tronic 150hk Proline,Audi,A3 Sportback,Unknown,150
2682,,Östergötland,2015,Diesel,13500,Automat,194900,"Subaru Outback 2,0D 4x4 Summit Automat Drag",Subaru,Outback 2,Unknown,Unknown
2683,,Västernorrland,2022,Bensin,2665,Automat,238600,Seat León Sportstourer 1.0 eTSI 110HK DSG7 STYLE / S&V hjul,Seat,León Sportstourer,1.0,110
2684,,Västernorrland,2020,Bensin,5866,Manuell,199900,Volkswagen T-Roc 1.0 TSI 115HK / V-hjul/ Bensinvärmare,Volkswagen,T-Roc 1,1.0,115
2685,,Västernorrland,2017,Diesel,10442,Automat,289900,BMW 530 d xDrive Touring M-Sport Innovation,BMW,530 d,Unknown,Unknown
2688,,Uppsala,2022,Miljöbränsle/Hybrid,1112,Automat,459900,Hyundai Tucson PHEV N-Line Asspaket,Hyundai,Tucson PHEV,Unknown,Unknown
2690,,Östergötland,2016,Diesel,4500,Manuell,119900,Opel Combo Skåp L2H1 Lågmilare 1.3 CDTI,Opel,Combo Skåp,Unknown,Unknown
2691,,Uppsala,2023,Miljöbränsle/Hybrid,1,Automat,609900,Hyundai Santa Fe PHEV Automat Advanced Luxury paket KAMPANJ!,Hyundai,Santa Fe,Unknown,Unknown
2693,,Skåne,2009,Diesel,18400,Manuell,59900,MINI Clubman Cooper D Pepper | SKINN,MINI,Clubman Cooper,Unknown,Unknown
2696,,Uppsala,2021,Miljöbränsle/Hybrid,1465,Automat,509900,Hyundai Santa Fe PHEV Auto 7-sits 265hk Luxury Paket,Hyundai,Santa Fe,Unknown,265
2697,,Stockholm,2017,Bensin,7359,Automat,189700,Volvo V40 T3 152HK MOMENTUM DRAGKROK NAVIGATOR KAMERA,Volvo,V40 T3,Unknown,152
2701,,Uppsala,2023,Bensin,1,Automat,252400,Hyundai Bayon 1.0 T-GDI DCT | Advanced | Automat | Smart key,Hyundai,Bayon 1,Unknown,Unknown
2703,,Uppsala,2023,Bensin,66,Manuell,209900,"Hyundai Bayon BAYON 1,0 T-GDI 100hk MHEV ESSENTIAL",Hyundai,Bayon BAYON,Unknown,100
2708,,Stockholm,2023,El,10,Automat,619000,Skoda Enyaq iV 80X 82 KWH 265HK 4X4 | Dragkrok,Skoda,Enyaq iV,Unknown,265
2709,,Västernorrland,2024,Miljöbränsle/Hybrid,8,Automat,507375,Cupra Formentor VZ e-Hybrid 1.4 245 HK DSG6,Cupra,Formentor VZ,Unknown,245
2710,,Västernorrland,2023,El,849,Automat,399900,Volkswagen ID.3 Pro Performance 204hk Style/Vinterhjul,Volkswagen,ID,Unknown,204
2711,,Stockholm,2020,Diesel,10039,Automat,169700,Peugeot Partner UTÖKAD LAST 1.5 130HK DVÄRM DRAGKROK KAMERA,Peugeot,Partner UTÖKAD,Unknown,130
2712,,Stockholm,2020,Diesel,6701,Automat,259700,Nissan NV300 SKÅPBIL 2.9t 2.0 dCi 145HK PVÄRM DRAG KAM NAVI,Nissan,NV300 SKÅPBIL,Unknown,145
2713,,Stockholm,2020,Diesel,10761,Automat,377700,Volkswagen Transporter T30 2.0 TDI 4M 150HK PLUSPAKET DVÄRM,Volkswagen,Transporter T30,2.0,150
2714,,Stockholm,2020,Diesel,13313,Automat,319700,Volkswagen Transporter T30 2.0 TDI 4M 150HK DVÄRM DRAG NAVI,Volkswagen,Transporter T30,2.0,150
2715,,Stockholm,2020,Diesel,12107,Automat,389700,Mercedes-Benz Vito MIXTO 5-SÄTEN 116 CDI 163HK KAMERA DRAG,Mercedes-Benz,Vito MIXTO,Unknown,163
2716,,Stockholm,2021,Diesel,8142,Automat,599800,Jeep Gladiator 3.0 V6 4WD 264HK HARD-TOP DRAG KAMEROR LÄDER,Jeep,Gladiator 3,Unknown,264
2717,,Stockholm,2017,Miljöbränsle/Hybrid,6893,Automat,254700,Toyota RAV4 HYBRID E-FOUR 2.5 i-AWD E-CVT 197HK EXECUTIVE,Toyota,RAV4 HYBRID,Unknown,197
2718,,Stockholm,2016,Bensin,2876,Manuell,109702,Hyundai i20 ACTIVE 1.0 T-GDI BLUE MANUELL 100HK LÅGMILAD,Hyundai,i20 ACTIVE,Unknown,100
2719,,Stockholm,2017,Diesel,8713,Automat,219700,Volvo V60 Cross Country D4 AWD 190HK BUSINESS ADVANCED VOC,Volvo,V60 Cross,4,190
2720,,Göteborg,2023,Bensin,1785,Automat,269800,Volkswagen Golf 1.0 ETSI 110 HK AUT,Volkswagen,Golf 1,Unknown,110
2721,,Stockholm,2023,El,730,Automat,539900,Volkswagen ID.4 GTX GTX/Drag/Info Plus,Volkswagen,ID,Unknown,Unknown
2722,,Stockholm,2023,El,594,Automat,539900,Volkswagen ID.4 GTX Komfort/Drag,Volkswagen,ID,Unknown,Unknown
2723,,Dalarna,2017,El,16333,Automat,359900,Tesla Model S 75,Tesla,Model S,Unknown,Unknown
2724,,Skåne,2012,Diesel,25000,Manuell,49900,Volvo S40 D2 SKINN / FULLSERVAD / NYBES,Volvo,S40 D2,Unknown,Unknown
2725,,Skåne,2010,Miljöbränsle/Hybrid,23400,Automat,49900,Volkswagen Passat Variant 1.4 TSI R-LINE | Sportline | NYBES,Volkswagen,Passat Variant,1.4,Unknown
2726,,Skåne,2004,Bensin,18350,Automat,44500,Volvo V50 2.4 | AUTOMAT | BES,Volvo,V50 2,Unknown,Unknown
2727,,Skåne,2015,Bensin,10000,Automat,114500,Peugeot 308 1.2 e-THP Active Euro 6 | AUTOMAT | 10000 MIL,Peugeot,308 1,1.2,Unknown
2728,,Stockholm,2019,Diesel,9464,Automat,329900,Mercedes-Benz GLC 220d 4Matic Aut Navi Alcantara Läder Drag,Mercedes-Benz,GLC 220d,Unknown,Unknown
2729,,Stockholm,2019,Diesel,10650,Automat,298900,Volvo XC60 D4 Momentum 190HK SE Aut Drag,Volvo,XC60 D4,Unknown,190
2730,,Skaraborg,2010,Bensin,8536,Manuell,35900,Chevrolet Spark 1.0 Euro 5/Toppskick/ En ägare/Nyservad,Chevrolet,Spark 1,Unknown,Unknown
2731,,Älvsborg,2008,Diesel,27442,Manuell,19900,Citroën C5 HDi ECC Farth Drag Motorv Alu-Hjul Nybes,Citroën,C5 HDi,Unknown,Unknown
2732,,Västernorrland,2020,Diesel,6151,Automat,348900,Volvo V60 D4 190hk R-Design Skinn Kamera Navi Drag VOC,Volvo,V60 D4,Unknown,190
2733,,Västernorrland,2020,Diesel,13881,Automat,268700,Volvo V60 Cross Country D4 AWD D-Värm Drag VOC Nyservad,Volvo,V60 Cross,4,Unknown
2734,,Västernorrland,2018,Diesel,11614,Automat,254900,"Audi A4 Allroad 2.0 TDI 190hk Quattro Drag Nyservad 0,49/mil",Audi,A4 Allroad,2.0,190
2735,,Västernorrland,2018,Bensin,11237,Automat,288800,Volkswagen Tiguan 2.0 TSI 220hk 4M R-Line P-Värm Cockpit,Volkswagen,Tiguan 2,2.0,220
2736,,Västernorrland,2020,Diesel,10310,Automat,288800,Mercedes-Benz E 200 T Fleet 160hk Widescreen Pano 360º Drag,Mercedes-Benz,E 200,Unknown,160
2737,,Västernorrland,2018,Diesel,9425,Automat,224600,"Audi A4 Avant 2.0 TDI 190hk D-Värmare Välservad 0,42l/mil",Audi,A4 Avant,2.0,190
2738,,Västernorrland,2018,Diesel,11129,Automat,214900,Volvo V60 D4 AWD Classic Momentum D-Värm VOC Navi Välservad,Volvo,V60 D4,4,Unknown
2739,,Västernorrland,2010,Miljöbränsle/Hybrid,15294,Automat,94800,Saab 9-3 SportCombi 1.8t BioPower 150hk Linear 2 Brukare,Saab,9-3 SportCombi,Unknown,150
2740,,Västernorrland,2019,Diesel,10154,Automat,278800,Volkswagen Tiguan 2.0 TDI 4M R-Line Cockpit Värmare Kamera,Volkswagen,Tiguan 2,2.0,Unknown
2741,,Göteborg,2018,Bensin,8586,Automat,149800,Renault Captur 1.2 TCe 118hk Energy Navi Sensorer Keyless,Renault,Captur 1,Unknown,118
2742,,Göteborg,2019,El,11728,Automat,249800,Kia E-Niro 64 kWh 204hk Advance Plus Tech Taklucka JBL MOMS,Kia,E-Niro 64,Unknown,204
2743,,Göteborg,2017,Diesel,10582,Automat,274800,Kia Sorento 2.2 CRDi AWD 200hk 7-sits Inifinty Värm Drag 360,Kia,Sorento 2,Unknown,200
2744,,Göteborg,2019,Bensin,6699,Automat,244800,Kia Cee´d ProGT T-GDI 204hk GT Line JBL Kamera Navi Välserva,Kia,Cee,Unknown,204
2745,,Dalarna,1998,Bensin,23698,Manuell,59000,Saab 9000 CSE 2.0 T /NYBES/MKT PÅKOST/NYSKATTAD/FINT SKICK,Saab,9000 CSE,Unknown,Unknown
2746,,Skåne,2017,Diesel,7497,Automat,229800,Volvo V60 D4 Summum VOC Värmare Kamera Navi Keyless Rattvärm,Volvo,V60 D4,Unknown,Unknown
2747,,Skåne,2018,Diesel,11181,Automat,264900,BMW 320 d xDrive 190hk M Sport Shadowline HiFi Navi Drag,BMW,320 d,Unknown,190
2748,,Skåne,2010,Bensin,13269,Manuell,139800,Volkswagen Golf GTI 210hk Värmare Adaptiv-Fjädring Välservad,Volkswagen,Golf GTI,Unknown,210
2749,,Skåne,2015,Diesel,10976,Automat,219800,Renault Espace dCi 160hk Energy 7-sits Pano BOSE Kamera Drag,Renault,Espace dCi,Unknown,160
2750,,Skåne,2018,Bensin,12597,Automat,299800,Volvo V90 Cross Country T5 AWD Plus VOC Värmare Skinn Drag,Volvo,V90 Cross,5,Unknown
2751,,Kalmar,2017,Diesel,17001,Automat,159900,Kia Optima Sport Wagon 1.7 VGT DCT GT-Line Fullutr-/Garanti,Kia,Optima Sport,Unknown,Unknown
2752,,Jönköping,2014,Diesel,14500,Manuell,69000,Volkswagen Caddy Skåpbil 1.6 TDI Euro 5,Volkswagen,Caddy Skåpbil,1.6,Unknown
2753,,Älvsborg,2008,Miljöbränsle/Hybrid,31907,Automat,74900,Toyota Prius 1.5 VVT-i + 3CM CVT*El&Bensin*,Toyota,Prius 1,Unknown,Unknown
2754,,Västerbotten,2016,Diesel,8587,Automat,129800,SsangYong Korando 2.2 e-XDi AWD 178hk Värm Kamera Navi Drag,SsangYong,Korando 2,2.2,178
2755,,Västerbotten,2018,Bensin,11965,Automat,214800,Opel Insignia Country Tourer 4x4 260hk Business BOSE HUD GPS,Opel,Insignia Country,Unknown,260
2756,,Västerbotten,2016,Diesel,18532,Automat,168900,Volkswagen Tiguan TDI 4M 184hk R-Line Pano Värm Kamera Drag,Volkswagen,Tiguan TDI,Unknown,184
2757,,Västerbotten,2018,Diesel,17130,Automat,198800,Volkswagen Passat TDI 190hk R-Line Cockpit Värm Kamera  Drag,Volkswagen,Passat TDI,Unknown,190
2758,,Västerbotten,2018,Bensin,10521,Automat,264800,Audi A4 Allroad TFSI Q 252hk Proline Värmare Sensorer Drag,Audi,A4 Allroad,Unknown,252
2759,,Göteborg,2022,El,4683,Automat,438900,Polestar 2 Long Range Single Motor 78kWh,Polestar,2 Long,Unknown,Unknown
2760,,Skåne,2020,El,2847,Automat,234700,Honda E 35.5 kWh 154hk Advance Dragkrok 360* Taklucka,Honda,E 35,Unknown,154
2761,,Stockholm,2022,Bensin,3391,Automat,439900,Volvo XC60 MC73 B5 AWD Bensin Inscription,Volvo,XC60 MC73,5,Unknown
2762,,Stockholm,2022,Bensin,3883,Automat,349000,Volvo XC40 MC73 T4 AWD Momentum,Volvo,XC40 MC73,4,Unknown
2763,,Stockholm,2022,Bensin,4404,Automat,559000,Volvo XC90 MC73 B5 AWD Bensin Inscription 7-s,Volvo,XC90 MC73,5,Unknown
2764,,Stockholm,2022,Bensin,6277,Automat,349000,Volvo XC40 MC73 T4 AWD Inscription,Volvo,XC40 MC73,4,Unknown
2765,,Stockholm,2022,Bensin,4382,Automat,499000,Volvo XC90 MC73 B5 AWD Bensin Momentum 5-s,Volvo,XC90 MC73,5,Unknown
2766,,Stockholm,2015,Diesel,16122,Automat,168800,Audi A4 Allroad TDI Q 190hk Sport Edition Värm Sensorer Drag,Audi,A4 Allroad,Unknown,190
2767,,Stockholm,2017,Bensin,6487,Manuell,199700,Volvo S60 T3 152hk R-Design VOC Värm Kamera Drag Välservad,Volvo,S60 T3,Unknown,152
2768,,Stockholm,2018,Diesel,9944,Automat,279800,BMW 320 d xDrive Touring M Sport Innovation Edt Pano H/K HUD,BMW,320 d,Unknown,Unknown
2769,,Stockholm,2012,Diesel,8264,Automat,159800,Volvo S80 D3 Momentum En-Bruk Taklucka Värm Navi Sensor Drag,Volvo,S80 D3,Unknown,Unknown
2770,,Stockholm,2019,Diesel,5825,Automat,254800,Volvo V60 D3 150hk Momentum VOC Värmare Sensorer Välservad,Volvo,V60 D3,Unknown,150
2771,,Stockholm,2012,Diesel,17222,Automat,129900,Mercedes-Benz C 220 T CDI 1-Bruk AMG Sport Drag Välservad,Mercedes-Benz,C 220,Unknown,Unknown
2772,,Stockholm,2021,Bensin,1146,Manuell,178900,Volkswagen T-CROSS 1.0 95hk 0.57l/mil Lågmilad Hemleverans,Volkswagen,T-CROSS 1,Unknown,95
2773,,Stockholm,2017,Bensin,6381,Manuell,174900,MINI Cooper S 192hk Pepper 2 Brukare Sportstolar JCW Ratt,MINI,Cooper S,Unknown,192
2774,,Stockholm,2015,Bensin,4952,Manuell,129900,Skoda Rapid 1.2 TSI 105hk Plus 1 Brukare P-sensorer Nyservad,Skoda,Rapid 1,1.2,105
2775,,Stockholm,2016,Bensin,3801,Manuell,108900,Peugeot 208 PureTech 1.2 VTi 2-Brukare Nyservad Lågmilad,Peugeot,208 PureTech,Unknown,Unknown
2776,,Stockholm,2014,Diesel,11966,Automat,144900,Kia Sportage 2.0 CRDi AWD 184hk 1 Ägare M-Värm super skick,Kia,Sportage 2,Unknown,184
2777,,Stockholm,2019,Bensin,5765,Automat,209800,Opel Insignia Tourer 1.5 Turbo 165hk Carplay Sensorer Drag,Opel,Insignia Tourer,Unknown,165
2778,,Stockholm,2016,Diesel,21943,Automat,299800,Volvo XC90 D5 AWD Inscription 7-sits VOC Pano B&W HUD Drag,Volvo,XC90 D5,5,Unknown
2779,,Stockholm,2018,Diesel,10156,Manuell,169800,Seat Leon X-Perience 2.0 TDI 4Drive Kamera Sensorer Drag,Seat,Leon X-Perience,2.0,Unknown
2780,,Stockholm,2022,Diesel,3134,Automat,344900,Cupra Formentor 2.0 TDI 4Drive MOMS Värmare Kamera Drag,Cupra,Formentor 2,2.0,Unknown
